,op_module,sim_env,op_max_wait_time,op_max_detour_factor,scenario_name,rq_file,demand_scalar,op_fleet_composition,op_vr_control_func_dict,op_act_fs_file
249,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_24/BO_D+WT_FB_1/,line91_week/4.0/sample_24.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
250,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_0/BO_D+WT_FB_1/,line91_week/5.0/sample_0.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
251,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_1/BO_D+WT_FB_1/,line91_week/5.0/sample_1.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
252,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_2/BO_D+WT_FB_1/,line91_week/5.0/sample_2.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
253,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_3/BO_D+WT_FB_1/,line91_week/5.0/sample_3.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
254,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_4/BO_D+WT_FB_1/,line91_week/5.0/sample_4.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
255,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_5/BO_D+WT_FB_1/,line91_week/5.0/sample_5.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
256,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_6/BO_D+WT_FB_1/,line91_week/5.0/sample_6.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
257,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_7/BO_D+WT_FB_1/,line91_week/5.0/sample_7.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
258,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_8/BO_D+WT_FB_1/,line91_week/5.0/sample_8.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
259,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_9/BO_D+WT_FB_1/,line91_week/5.0/sample_9.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
260,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_10/BO_D+WT_FB_1/,line91_week/5.0/sample_10.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
261,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_11/BO_D+WT_FB_1/,line91_week/5.0/sample_11.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
262,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_12/BO_D+WT_FB_1/,line91_week/5.0/sample_12.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
263,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_13/BO_D+WT_FB_1/,line91_week/5.0/sample_13.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
264,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_14/BO_D+WT_FB_1/,line91_week/5.0/sample_14.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
265,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_15/BO_D+WT_FB_1/,line91_week/5.0/sample_15.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
266,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_16/BO_D+WT_FB_1/,line91_week/5.0/sample_16.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
267,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_17/BO_D+WT_FB_1/,line91_week/5.0/sample_17.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
268,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_18/BO_D+WT_FB_1/,line91_week/5.0/sample_18.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
269,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_19/BO_D+WT_FB_1/,line91_week/5.0/sample_19.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
270,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_20/BO_D+WT_FB_1/,line91_week/5.0/sample_20.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
271,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_21/BO_D+WT_FB_1/,line91_week/5.0/sample_21.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
272,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_22/BO_D+WT_FB_1/,line91_week/5.0/sample_22.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
273,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_23/BO_D+WT_FB_1/,line91_week/5.0/sample_23.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
274,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/5.0/sample_24/BO_D+WT_FB_1/,line91_week/5.0/sample_24.csv,5.0,flex_bus:1,func_key:IRS_study_standard,
